0.03;жакет;женс.;дл. рукав;без воротника;;2045;1 841;1 636
5.96Ж;фартук;женс.;-;"атлас ворот ""шаль"", б/запах.";;880;792;704
5.96Ж-А;фартук;женс.;;"ворот ""шаль"", с запахом сзади";;893;804;714
5.96М;фартук;мужс.;-;"атлас. ворот ""шаль"", б/запах.";;858;772;686
5.96М-А;фартук;женс.;;"ворот ""шаль"", с запахом сзади";;899;809;719
5.98;;;;;;1188;1 069;950
5.101;фартук;мужс.;-;лямка ч/шею;;649;584;519
5.101B;фартук;мужс.;-;лямка ч/шею;;649;584;519
5.104;передник;женс.;-;удлинен., стилиз.;;1364;1 228;1 091
5.104C;передник;женс.;-;;;;0;0
5.107;фартук;женс.;-;лямка ч/шею;;580;522;464
5.107A;фартук;женс.;;лямка ч/шею;;510;459;408
5.108;передник;женс.;х74;стилиз, из 2х полот.;;952;857;762
5.108A;передник;женс.;;с отделкой;;999;899;799
5.109;передник;мужс.;;стилиз, из 2х полот.;;987;888;790
5.110;передник;женс.;;укороченный;;385;347;308
5.110B;передник;женс.;;с шитьем;;399;359;319
5.118;передник;женс.;;накидка, на лямках;;737;663;590
5.120;передник;женс.;;накидка, на завязках;;737;663;590
4B.82A;кимоно;женс.;рукав 3/4;удлинен., заст. на мольнию;;944;850;755
5.121;фартук;;;с люверсом;;630;567;504
5.125;передник;уни;90х80;;;546;491;437
5.125A;передник;уни;90х80;шлевки, разрез, накл. карман;;496;446;397
5.125с;передник;уни;;прорезной карман;;;0;0
5.131;фартук;женс.;;;;;0;0
5.131A;фартук;женс.;89х;с грудкой, на лямках, навес. карман;;880;792;704
5.132;передник;;;;;;0;0
5.143;фартук;женс.;;"стилиз. ""жилет""";;748;673;598
5.143С;фартук;женс.;;;;827;744;662
5.143е;фартук;женс.;;с запахом;;895;806;716
5.144;фартук;мужс.;;"стилиз. ""жилет""";;774;697;619
5.149;передник;;;на ремне;;440;396;352
5.156А;передник;;;;;;0;0
5.169;передник;;;Игора;;777;699;622
5.171;фартук-накидка;;;;;770;693;616
5.172;;;;;;;0;0
5.174;фартук;уни;84х60;с грудкой, на лямке;;524;472;419
5.186;??;;;;;;0;0
5.187;??;;;;;;0;0
5.198;передник;;;;;;0;0
5.202;передник;;;диво остров;;550;495;440
5.211;передник;;;;;730;657;584
5.220;передник с карманом чемодан;;;;;549;494;439
10.52;Пояс-карман;;;;;336;302;269
10.53;Пояс-карман;;;;;210;189;168
6B.12;жилет;мужс.;б/рукава;стеганый, пуговицы;;1628;1 465;1 302
6B.12А;жилет;мужс.;б/рукава;с отдел. вставкой;;1523;1 371;1 218
6B.12B;жилет;мужс.;б/рукава;стеганый, б/отделки;;1460;1 314;1 168
6B.12С;жилет;мужс.;б/рукава;стеганый, б/отделки;;1460;1 314;1 168
6В.13;жилет;женс., муж;;флис;;1197;1 077;958
6B.14B;жилет;женс., муж;;стеганый, с отдел.;;1575;1 418;1 260
6B.14B-Ж2;жилет;женс.;б/рукава;утепл, с капюшоном;;1575;1 418;1 260
6B.15;жилет;мужс.;б/рукава;утепл, со светоотр.;;1596;1 436;1 277
6B.18;жилет;женс.;б/рукава;стеганый, пуговицы;;1554;1 399;1 243
6B.18A;жилет;женс.;б/рукава;с отдел. вставкой;;1680;1 512;1 344
6B.18B;жилет;женс.;б/рукава;стеганый, б/отделки;;1512;1 361;1 210
6B.18C;жилет;женс.;б/рукава;стеганый, б/отделки;;1512;1 361;1 210
6B.18D;жилет;женс.;б/рукава;гориз стежка;;1428;1 285;1 142
6B.25;жилет;женс.;б/рукава;стеганый, молния;;1470;1 323;1 176
6B.25A;жилет;женс.;б/рукава;стеганый, с отдел. вставкой;;1596;1 436;1 277
6B.25B;жилет;женс.;б/рукава;стеганый, б/отделки;;1428;1 285;1 142
6B.25C;жилет;женс.;б/рукава;стеганый, б/отделки;;1428;1 285;1 142
6B.25D;жилет;женс.;б/рукава;V-вырез, верт стежка;;1470;1 323;1 176
6B.26;жилет;мужс.;б/рукава;стеганый, молния;;1540;1 386;1 232
6B.26А;жилет;мужс.;б/рукава;с отдел. вставкой;;1716;1 544;1 373
6B.26B;жилет;мужс.;б/рукава;стеганый, б/отделки;;1470;1 323;1 176
6B.26С;жилет;мужс.;б/рукава;стеганый, б/отделки;;1470;1 323;1 176
6B.26D;жилет;мужс.;б/рукава;гориз стежка, карман;;1565;1 409;1 252
6B.44;жилет;женс.;;утепленный;;1292;1 163;1 034
6B.45;жилет;мужс.;;утепленный;;1355;1 220;1 084
6B.52;жилет;мужс.;б/рукава;на сетке, карманы;;1449;1 304;1 159
6B.56;жилет;женс.;;стилизованный;;;0;0
6.61;жилет;женс.;;летний;;;0;0
6.61g;жилет;женс.;;;;;0;0
6B.71;жилет;женс.;;с утепл. спинкой;;1476;1 328;1 181
6А.71;жилет;;;с утепл. спинкой;;1476;1 328;1 181
6B.71A;жилет;женс.;;с утепл. спинкой;;1476;1 328;1 181
6B.73A;жилет;мужс.;б/рукава;с отд, с капюшоном;;1659;1 493;1 327
6B.75;жилет;мужс.;б/рукава;стеганый, дутый;;1554;1 399;1 243
6B.76;жилет;мужс.;б/рукава;стеганый, с отделкой;;1990;1 791;1 592
6B.92;жилет;женс.;б/рукава;стеганый, дутый;;1197;1 077;958
6B.98;жилет;женс.;б/рукава;утеплен.;;1323;1 191;1 058
6B.98А;жилет;женс.;б/рукава;утеплен.;;1299;1 169;1 039
6.99;жилет;;;;;;0;0
6.103;жилет;;;;;;0;0
6B.111;жилет;;;утепленный;;;0;0
6B.113;жилет;женс.;без карманов;на термостежке;;992;893;-
7.01Ж;куртка;женс.;дл. рукав;утепл, стег, капюшон;;3255;2 930;2 604
7.01Ж-С;куртка;женс.;дл. рукав;утепл, капюшон;;3168;2 851;2 534
7.01М;куртка;мужс.;дл. рукав;утепл, стег, капюшон;;3399;3 059;2 719
7.05М;куртка;мужс.;дл. рукав;б/подкл., неутепл.;;1785;1 607;1 428
7.05М-A;куртка;мужс.;дл. рукав;б/подкл, светоотраж.;;1827;1 644;1 462
7.05М-A2;куртка;мужс.;дл. рукав;на сетке, светоотраж.;;1999;1 799;1 599
7.05М-B;куртка;мужс.;дл. рукав;б/подкл, комбинир. по цвету;;1785;1 607;1 428
7.05Ж-A;куртка;женс.;дл. рукав;б/подкл., светоотраж.;;1743;1 569;1 394
7.05Ж-F;куртка;женс.;дл. рукав;б/подкл., комбин. цв.;;1680;1 512;1 344
7.06B;куртка;мужс.;дл. рукав;б/подкл, карманы;;1790;1 611;1 432
7.06C;куртка;мужс.;дл. рукав;б/подкл, комб. цв.;;1790;1 611;1 432
7.06D;куртка;мужс.;дл. рукав;б/подкл, карманы;;1890;1 701;1 512
7.06F;куртка;мужс.;дл. рукав;б/подкл, комб. цв.;;1790;1 611;1 432
7.06H;куртка;мужс.;дл. рукав;б/подкл, комб. цв.;;1764;1 588;1 411
7.07А;куртка;мужс.;;б/подкл, карманы;;2100;1 890;1 680
7.08;куртка-ветровка;уни;дл. рукав;б/подкл., капюшон;;1554;1 399;1 243
7.08A;куртка;уни;дл. рукав;с подстежкой;;1974;1 777;1 579
7.08C;куртка;уни;дл. рукав;на сетке, капюшон;;1785;1 607;1 428
7.09;плащ;уни;дл. рукав;;;1958;1 762;1 566
7.16Ж;куртка;женс.;дл. рукав;толстовка, флис;;-;1 282;1 026
7.16М;куртка;мужс.;дл. рукав;толстовка, флис;;-;1 460;1 168
7.25A;куртка;мужс.;дл. рукав;утепл., капюшон;;3500;3 150;2 800
7.26;куртка;мужс.;дл. рукав;б/подкл, отд. кантом;;1764;1 588;1 411
7.37;куртка;мужс.;дл. рукав;на сетке, капюшон, светоотраж. лента;;2730;2 457;2 184
7.37B-1;куртка;;;;;;0;0
7.38;куртка;мужс.;дл. рукав;на сетке, с капюш., с отделкой;;2793;2 514;2 234
7.39;куртка;мужс.;дл. рукав;д/охранных структур;;2856;2 570;2 285
7.42;куртка;мужс.;;;;;0;0
7.43;куртка;мужс.;;б/подкл, карманы;;1848;1 663;1 478
7.43А;куртка;мужс.;дл. рукав;комб. цв, карманы;;1848;1 663;1 478
7.49;куртка;мужс.;дл. рукав;утепл, комб. по цвету, с капюшоном;;3927;3 534;3 142
7.51;куртка;мужс.;дл. рукав;утепл, комб. цв, капюш, с подстежкой;;2900;2 610;2 320
7.51А;куртка;мужс.;дл. рукав;утепл, комб по цвету, с капюш, светотраж;;3200;2 880;2 560
7.51B;куртка;мужс.;дл. рукав;утепл, комб. по цвету, с капюшоном;;3119;2 807;2 495
7.51B-2;куртка;мужс.;дл. рукав;утепл, с капюшоном;;2990;2 691;2 392
7.51C;куртка;мужс.;дл. рукав;утепл, комб. по цвету, с капюшоном;;2990;2 691;2 392
7.52;куртка;;;;;5300;4 770;4 240
7.60;куртка;мужс.;дл. рукав;;;;0;0
7.61;куртка;мужс.;;дутая, с отделкой;;2890;2 601;2 312
7.61А;куртка;мужс.;;;;;0;0
7.64A;куртка;женс.;;;;2990;2 691;2 392
7.68;куртка;мужс.;дл. рукав;утепл, комб. по цвету, с капюшоном;;3318;2 986;2 654
7.69;куртка-ветровка;мужс.;дл. рукав;на флисе, б/капюш;;1995;1 796;1 596
7.70;куртка;;;флис;;;0;0
7.78;куртка;женс.;дл. рукав;утепл, без стежки;;2860;2 574;2 288
7.79;куртка;муж.;дл. рукав;утепл, без стежки;;3124;2 812;2 499
7.81Ж;куртка;женс.;дл. рукав;с вязаным воротом и рукавами;;2480;2 232;1 984
7.82;куртка;;;;;;0;0
7.83;куртка;;;;;;0;0
7.85;куртка;;;;;;0;0
7.86;куртка;;;;;;0;0
7.87;куртка;;;;;;0;0
7.88;куртка;;;;;4554;4 099;3 643
7.89;куртка;жен;;;;;0;0
7.90b;куртка;женс.;дл. рукав;толстовка, флис;;-;1 282;1 026
8.02;полукомбинезон;мужс.;-;неутепл, на лямках;;1733;1 560;1 386
8.04;полукомбинезон;женс.;-;неутепл, на лямках;;1596;1 436;1 277
8.09A;полукомбинезон;мужс.;;утеплен, на лямках;;1999;1 799;1 599
8.10;комбинезон мужской;мужс.;дл. рукав;неутепл, комбинир.;;2373;2 136;1 898
8.12;полукомбинезон;мужс.;-;карманы;;1848;1 663;1 478
8.18;полукомбинезон;мужс.;;неутепл, на лямках, светотраж.;;1743;1 569;1 394
8.18A;полукомбинезон;мужс.;-;неутепл, на лямках, светотраж.;;1743;1 569;1 394
8.19;полукомбинезон;мужс.;-;утеплен, светоотраж;;1999;1 799;1 599
8.20;полукомбинезон;мужс.;-;неутепл, светоотраж;;1680;1 512;1 344
8.23;полукомбинезон;мужс.;-;;вопрос;2480;2 232;1 984
8.24;полукомбинезон;женс.;-;утепленный, с отд.;;2121;1 909;1 697
8.28;полукомбинезон;мужс.;;;;2480;2 232;1 984
8.28а;полукомбинезон;мужс.;;с доп.кармани светоотр пол;;2590;2 331;2 072
8.29;полукомбинезон;;-;утепленный;;2156;1 940;1 725
9.01;колпак поварс.;уни;-;;;321;289;257
9.02;колпак поварс.;уни;-;;;572;515;458
9.02A;колпак поварс.;уни;-;;;572;515;458
9.04;колпак поварс.;уни;-;;;374;337;299
9.05;берет поварской;уни;-;;;304;274;243
9.06;таблетка;уни;-;;;319;287;255
9.08A;наколка;женс.;-;на липучке;;293;264;234
9.09;наколка;;-;;;293;264;234
9.09A;наколка;;-;"""Невс. Берега""";;293;264;234
9.11;????;;;;;376;338;301
9.17;шапочка;;-;тучка;;319;287;255
9.19;пилотка;женс.;-;с отворотом;;264;238;211
9.19A;пилотка;женс.;-;;;314;283;251
9.19Д;пилотка;женс.;-;????;;314;283;251
9.21;панама;;-;;;330;297;264
9.22;пилотка;женс.;-;с фигурным отворот;;334;301;267
9.24;;;;;;322;290;258
9.47;кепка;;-;форменная зимняя;;583;525;466
9.47C;шапка-ушанка;уни;-;;;660;594;528
9.50B;шапочка поварс.;уни;-;;;330;297;264
9.50D;шапочка поварс.;уни;-;;;330;297;264
9.53;треуголка;уни;-;;;616;554;493
9.55;козырек;уни;-;б/отделки;;230;207;184
9.55;козырек широк.;уни;-;с отделкой кант;;425;383;340
9.55А;козырек узкий;уни;-;;;220;198;176
9.55B;;;;;;279;251;223
9.55D;козырек узкий;уни;-;;;197;177;158
1851;козырек;уни;-;готовый;;99;89;79
9.61A;берет;;-;с помпоном;;462;416;370
9.64;наколка;;-;;;293;264;234
9.70B;берет;уни;-;стилизованный;;638;574;510
9.71;бандана;уни;-;;;286;257;229
9.71A;бандана;уни;-;;;277;249;222
9.74;косынка;;-;бандана;;155;140;124
9.76;шапочка швейцара;мужс.;-;;;480;432;384
9.79;наколка, на липучке;женс.;-;;;242;218;194
9.82;берет;;-;теремок;;315;284;252
9.84;шапка;;-;;;308;277;246
9.86;бандана;уни;-;флис;;315;284;252
9.87;фуражка;мужс.;-;;;3650;2 990;2 780
9.88;шапочка поварс.;женс.;-;;;299;269;239
9.90;наколка;женс.;-;;;198;178;158
9.92;шапочка поварс.;женс.;-;с козырьком;;387;348;310
9.93;бандана;женс.;-;с козырьком;;319;287;255
9.94б;берет поварской;;;;;372;335;298
9.94;берет поварской;уни;;с завязками;;394;355;315
9.94в;колпак поварс.;уни;-;теремок;;316;284;253
9.96;панама/шляпа;уни;-;;;341;307;273
9.99;Шапочка;;-;;;242;218;194
9.102;????;;-;;;304;274;243
9.102а;????;;-;;;399;359;319
9.116;кивер;уни;-;;;796;716;637
10.03;галстук;;;;;270;243;216
10.04;галстук;;;самовяз, с обработкой;;400;360;320
10.04Э;галстук;;;самовяз, без обработки;;299;269;239
10.05;галстук;;;женс., укороченный;;328;295;262
10,07;бантик;;;;;;0;0
10.09;бабочка;;;;;189;170;151
10.11;бабочка;;;;;189;170;151
10.23;галстук;;;мужс.;;294;265;235
10.24;галстук;;;женс., на резинке;;294;265;235
10.25A;бабочка;;;одинарная;;189;170;151
10.25B;бабочка;;;двойная;;278;250;222
10.26;погоны;;за пару;витой, пуговица;;440;396;352
10.28;погоны;;за пару;витой, пуговица;;440;396;352
10.29;погоны;;пара;эполет;;535;482;428
10.44;погоны;;;за пару;;530;477;424
10.49;погоны;;пара;витой;;399;359;319
10.61;галстук;;10,5х155;самовяз 100%п/э;;465;419;372
10.61;галстук;;10,5х155;сублимация;;652;-;-
10.61;галстук;;10,5х155;сублимация с направл-ым. рис.;;764;-;-
10.64;галстук;;;"женс., ""язычек""";;221;199;177
10.82;галстук;;;женс., на резинке;;293;264;234
10.83;галстук;;;как 10.05;;;0;0
10.84;галстук;;;двойной;;310;279;248
10.93;галстук;;6х153;самовяз;;399;359;319
10.94;галстук;;6х145;самовяз;;380;342;304
10.98Э;галстук;;;100%п/э;;428;385;342
10.98;галстук;;11х155;сублимация, на атласе;;592;-;-
10.12;сумка;;;рекламная;;415;374;332
10.18;сумка;;;рекламная;;394;355;315
10.19;сумка;;;рекламная;;683;615;546
10.21;сумка;;;рекламная;;578;520;462
10.30;юбка банкетная;;;;;от 650р/м погонный;;
10.48A;рюкзак;;24*40*24;;;315;284;252
10.48B;рюкзак;;24*40*24;;;578;520;462
10.52;Пояс-карман;;;;;336;302;269
10.53;Пояс-карман;;;;;210;189;168
10.54А-1;платок;;68х68;оверлок;;187;168;150
10.54А-2;платок;;68х68;моск. шов;;253;228;202
10.54А-1;платок;;68х68;оверлок, с сублимацией;;396;356;317
10.54А-2;платок;;68х68;моск. шов, с сублимацией;;448;403;358
10.54B-1;платок;;70х70;оверлок;;237;213;190
10.54B-2;платок;;70х70;моск.шов;;310;279;248
10.54C-1;платок;;45х45;оверлок;;147;132;118
10.54C-2;платок;;45х45;моск. шов;;213;192;170
10.55;косынка;;106х27;поварская;;110;90;65
10.55А-1;косынка;;106х27;оверлок;;165;149;132
10.55А-2;косынка;;106х27;моск.шов;;199;179;159
10.55А-1;косынка;;106х27;оверлок, с сублимацией;;237;213;190
10.55B;косынка;;91х28;поварская, укороч;;;;
10.55С;косынка;;106х27;с окантовкой;;;;
10.55D;косынка-бандана;;100х50;90градусов;;209;188;167
10.56B;сумка;;;рекламная;;368;331;294
10.111;шарфик;;140х20;моск. шов;;275;248;220
10.111;шарфик;;140х20;оверлок;;178;160;142
10.111;шарфик;;140х20;моск. шов, с сублимацией;;480;432;384
10.111;шарфик;;140х20;оверлок, с сублимацией;;399;359;319
13.42;полотенце;;;махра;;индив.;;
13.44;прихватка;;;тканевая;;105;95;84
13.46;сумка д/пиццы;;малая;;;1200;987;955
13.47;сумка д/пиццы;;большая;;;1350;1 215;1 080
1.58;платье;женс.;;;;993;894;794
1.85;платье;женс.;б/рукава;качели;;;0;0
2.60;брюки;женс.;-;пояс со шнуром;;880;792;704
б/н;бадлон;уни;дл. рукав;футер, Теремок;;525;470;445
4.45;бадлон;женс.;дл. рукав;трикотаж;;950;855;760
4.45A;бадлон;женс.;рукав 3/4;трикотаж;;785;707;628
4.45D;бадлон;женс.;;трикотаж;;760;684;608
4A.108;блуза;женс.;;трикотажная;;788;709;630
4A.130;бадлон;женс.;дл. рукав;трикот, на молнии;;770;693;616
4A.130A;бадлон;женс.;дл. рукав;трикотажный;;890;801;712
4A.139B;футболка трик.;мужс.;кор. рукав;рукав-реглан;;740;666;592
4A.139E;футболка трик.;мужс.;дл. рукав;V-вырез, с отделкой;;841;757;673
4A.140;футболка трик.;женс.;дл. рукав;фигурный вырез;;730;657;584
4A.140B;футболка трик.;женс.;кор. рукав;фигурный вырез;;570;513;456
4A.140E;футболка трик.;женс.;дл. рукав;V-вырез, шнуровка;;890;801;712
4А.142;;;;;;640;576;512
4А.185;майка;женс.;б/рукава;трикотаж;;275;248;220
4A.188;блуза;женс.;;трикотажная;;788;709;630
4B.191;туника;женс.;;;;850;765;680
4A.220;футболка;;;;;374;337;299
4A.220B;блуза;женс.;кор. рукав;футболка, трикот.;;567;510;454
4A.222;блуза;женс.;;футболка, трикот.;;649;584;519
4А.224B;рубашка-поло;женс.;;;;814;733;651
4А.225;рубашка-поло;мужс.;кор. рукав;однотон;;560;504;448
4А.225;рубашка-поло;мужс.;кор. рукав;комбинированная;;592;533;474
11.11B;рубашка-поло;мужс.;;рукав длинный;;651;586;521
11.15;футболка;женс.;;;;488;439;390
11.16;блуза;женс.;;;;788;709;630
13.16;перчатки;уни;;белые;;120;108;95
1,104;Платье;;;трикотаж милано;;1961;1 765;1 569
4.307;блуза без рук.;;;сорочка;;970;873;776
0.73;жакеи укороч;;;габардин;;2511;2 260;2 009
3.46;юбка;;;;;1205;1 085;964
4,51F;китель повара;;;форвард;;1063;957;850
5.219;передник;;;форвард;;674;607;539
2.12в;брюки универс;;;форвард;;690;621;552
4.321;кит двуборт;;;форвард;;1398;1 258;1 118
9.01;колпак;;;форвард;;436;392;349
4.308;блуза кор рук;;;сорочка;;970;873;776
2.03;брюки жен;;;габардин;;1286;1 157;1 029
6A.69;жилет-фрак;;;;;;0;0
4.147;сорочка мужская;;;;;1202;1 082;962
6.69м;жилет фрак;;;;;;0;0
2.05;брюки муж;;;эконом;;1606;1 445;1 285
0.72;жакет мужск;;;эконом;;3282;2 954;2 626
4.307;блуза;;;сорочка;;970;873;776
3.46;юбка;;;габардин;;1205;1 085;964
5.217;передник;;;поливискоза,шифон;;857;771;686
4.07с;блуза;;;сорочка;;1270;1 143;1 016
3.46;юбка;;;;;1202;1 082;962
5.218;платье-фартук;;;сатори,тиси;;1128;1 015;902
